Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python, pidigits, 15,39.385620117187500000, 36.164916992187500000,  ,  , 1680, 63.5, 43928
Python, pidigits, 15,38.460632324218750000, 35.370849609375000000,  ,  , 1685, 62.2, 44060
Python, pidigits, 15,39.021179199218750000, 35.962463378906250000,  ,  , 1659, 59.0, 44060
Python, pidigits, 15,38.984802246093750000, 35.910400390625000000,  ,  , 1670, 59.2, 43800
Python, pidigits, 15,38.820434570312500000, 35.692504882812500000,  ,  , 1661, 59.2, 44056
Python, pidigits, 15,39.227111816406250000, 35.999328613281250000,  ,  , 1674, 63.5, 43932
Python, pidigits, 15,39.492736816406250000, 36.226196289062500000,  ,  , 1671, 58.8, 44188
Python, pidigits, 15,38.873779296875000000, 35.565002441406250000,  ,  , 1696, 64.8, 44056
Python, pidigits, 15,37.782775878906250000, 34.496215820312500000,  ,  , 1696, 65.5, 43932
Python, pidigits, 15,38.296142578125000000, 35.045410156250000000,  ,  , 1690, 65.5, 43936
