Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python, regex_dna, 55,44.726135253906250000, 41.011291503906250000,  ,  , 1935, 63.5, 43928
Python, regex_dna, 55,44.461853027343750000, 40.814636230468750000,  ,  , 1936, 63.5, 43920
Python, regex_dna, 55,45.472290039062500000, 41.934448242187500000,  ,  , 1924, 61.2, 43800
Python, regex_dna, 55,44.034729003906250000, 40.364807128906250000,  ,  , 1953, 64.2, 43928
Python, regex_dna, 55,42.328369140625000000, 38.759216308593750000,  ,  , 1947, 62.5, 43924
Python, regex_dna, 55,44.992736816406250000, 41.190185546875000000,  ,  , 1943, 61.5, 44180
Python, regex_dna, 55,44.643798828125000000, 40.766723632812500000,  ,  , 1960, 63.2, 43932
Python, regex_dna, 55,44.379333496093750000, 40.622497558593750000,  ,  , 1940, 66.8, 44180
Python, regex_dna, 55,44.432250976562500000, 40.728637695312500000,  ,  , 1947, 63.0, 44052
Python, regex_dna, 55,44.788208007812500000, 41.244628906250000000,  ,  , 1911, 60.8, 44052
