Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Java, graphchi, 55,330.386230468750000000, 303.884887695312500000,  ,  , 12964, 59.0, 1042952
Java, graphchi, 55,342.307617187500000000, 315.437500000000000000,  ,  , 13302, 59.5, 1451840
Java, graphchi, 55,329.174255371093750000, 302.087707519531250000,  ,  , 13330, 60.0, 1056284
Java, graphchi, 55,320.510559082031250000, 293.699829101562500000,  ,  , 12861, 59.5, 1030408
Java, graphchi, 55,348.076477050781250000, 320.288208007812500000,  ,  , 13453, 58.8, 892360
Java, graphchi, 55,324.983703613281250000, 297.932739257812500000,  ,  , 13089, 59.0, 1160732
Java, graphchi, 55,328.145507812500000000, 301.561096191406250000,  ,  , 13247, 60.5, 1183212
Java, graphchi, 55,328.196838378906250000, 301.659179687500000000,  ,  , 13362, 54.5, 1174932
Java, graphchi, 55,335.505798339843750000, 307.048339843750000000,  ,  , 13512, 54.8, 1045908
Java, graphchi, 55,320.077331542968750000, 292.855407714843750000,  ,  , 13069, 56.0, 1408156
