Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Java, jython, -1,211.116333007812500000, 188.214721679687500000,  ,  , 5784, 57.9, 868308
Java, jython, -1,215.936157226562500000, 191.927551269531250000,  ,  , 5971, 55.6, 861640
Java, jython, -1,216.064941406250000000, 192.870117187500000000,  ,  , 5807, 57.2, 802740
Java, jython, -1,218.673034667968750000, 195.267517089843750000,  ,  , 5794, 58.0, 828276
Java, jython, -1,217.764221191406250000, 194.837280273437500000,  ,  , 5730, 55.9, 859500
Java, jython, -1,215.803833007812500000, 192.823669433593750000,  ,  , 5628, 55.9, 806968
Java, jython, -1,214.005676269531250000, 190.315185546875000000,  ,  , 5874, 55.4, 812984
Java, jython, -1,217.534057617187500000, 194.233093261718750000,  ,  , 5782, 60.1, 821012
Java, jython, -1,214.763671875000000000, 191.552673339843750000,  ,  , 5838, 57.1, 829764
Java, jython, -1,217.374267578125000000, 194.125549316406250000,  ,  , 5843, 56.5, 878904
Java, jython, 5,158.667419433593750000, 73.826477050781250000,  ,  , 30407, 39.5, 866264
Java, jython, 5,159.139892578125000000, 73.582336425781250000,  ,  , 31245, 39.9, 930316
Java, jython, 5,160.851684570312500000, 72.613891601562500000,  ,  , 32383, 38.6, 825032
Java, jython, 5,161.479370117187500000, 74.490478515625000000,  ,  , 32128, 39.8, 835096
Java, jython, 5,160.003845214843750000, 73.306884765625000000,  ,  , 31898, 38.7, 814112
Java, jython, 5,159.813659667968750000, 74.400146484375000000,  ,  , 31964, 38.7, 799332
Java, jython, 5,161.145629882812500000, 73.347106933593750000,  ,  , 32046, 38.8, 923116
Java, jython, 5,154.494018554687500000, 71.722167968750000000,  ,  , 30811, 38.6, 1008628
Java, jython, 5,163.192382812500000000, 74.293884277343750000,  ,  , 32523, 38.3, 941216
Java, jython, 5,161.866882324218750000, 75.475036621093750000,  ,  , 32315, 38.5, 838816
Java, jython, 10,127.915954589843750000, 84.523864746093750000,  ,  , 12585, 45.5, 864536
Java, jython, 10,129.606445312500000000, 83.867187500000000000,  ,  , 12736, 45.7, 744012
Java, jython, 10,128.149475097656250000, 83.671691894531250000,  ,  , 12577, 46.1, 941860
Java, jython, 10,128.681152343750000000, 83.139648437500000000,  ,  , 12652, 45.6, 836336
Java, jython, 10,130.428466796875000000, 84.147583007812500000,  ,  , 12873, 42.9, 774872
Java, jython, 10,127.340026855468750000, 83.016662597656250000,  ,  , 12596, 43.1, 771176
Java, jython, 10,128.401123046875000000, 84.338317871093750000,  ,  , 12726, 43.9, 791820
Java, jython, 10,127.983276367187500000, 82.631774902343750000,  ,  , 12635, 45.7, 827500
Java, jython, 10,127.592529296875000000, 82.968872070312500000,  ,  , 12487, 45.1, 793924
Java, jython, 10,127.636962890625000000, 83.360351562500000000,  ,  , 12565, 43.1, 724828
Java, jython, 35,192.406555175781250000, 168.261230468750000000,  ,  , 6011, 57.4, 882168
Java, jython, 35,191.660217285156250000, 167.035217285156250000,  ,  , 6063, 56.4, 824140
Java, jython, 35,193.794860839843750000, 168.710205078125000000,  ,  , 6122, 56.4, 820276
Java, jython, 35,193.105895996093750000, 167.989135742187500000,  ,  , 6109, 55.8, 761024
Java, jython, 35,189.212585449218750000, 164.712463378906250000,  ,  , 6065, 56.4, 868952
Java, jython, 35,192.468261718750000000, 167.992736816406250000,  ,  , 6043, 58.2, 825308
Java, jython, 35,192.533996582031250000, 167.911804199218750000,  ,  , 6028, 57.1, 823844
Java, jython, 35,190.609680175781250000, 165.926940917968750000,  ,  , 5984, 56.1, 742296
Java, jython, 35,196.547485351562500000, 170.934814453125000000,  ,  , 6140, 56.5, 801348
Java, jython, 35,190.993896484375000000, 166.121154785156250000,  ,  , 6136, 58.0, 873164
Java, jython, 45,207.853820800781250000, 183.751770019531250000,  ,  , 5966, 56.0, 839432
Java, jython, 45,206.789123535156250000, 182.542724609375000000,  ,  , 5997, 57.0, 795756
Java, jython, 45,210.333374023437500000, 186.188537597656250000,  ,  , 5888, 59.0, 918668
Java, jython, 45,205.043029785156250000, 181.417724609375000000,  ,  , 5719, 58.0, 849680
Java, jython, 45,207.481140136718750000, 183.680175781250000000,  ,  , 5844, 56.6, 903740
Java, jython, 45,206.348876953125000000, 182.238159179687500000,  ,  , 5923, 56.1, 864532
Java, jython, 45,204.917175292968750000, 181.252075195312500000,  ,  , 5771, 57.3, 812504
Java, jython, 45,208.739562988281250000, 184.348327636718750000,  ,  , 5948, 56.9, 862556
Java, jython, 45,202.023132324218750000, 178.651672363281250000,  ,  , 5793, 56.9, 867800
Java, jython, 45,205.611755371093750000, 181.827636718750000000,  ,  , 5876, 56.8, 808896
Java, jython, 115,212.767883300781250000, 189.698913574218750000,  ,  , 5688, 53.9, 831012
Java, jython, 115,215.127380371093750000, 191.780273437500000000,  ,  , 5804, 57.1, 868380
Java, jython, 115,210.512084960937500000, 187.268737792968750000,  ,  , 5786, 56.6, 733552
Java, jython, 115,209.781738281250000000, 186.335510253906250000,  ,  , 5852, 58.8, 804252
Java, jython, 115,215.007934570312500000, 192.011596679687500000,  ,  , 5754, 57.9, 923372
Java, jython, 115,218.774108886718750000, 195.016784667968750000,  ,  , 5867, 57.1, 894144
Java, jython, 115,221.228576660156250000, 197.261108398437500000,  ,  , 5865, 57.2, 740612
Java, jython, 115,212.913146972656250000, 190.022216796875000000,  ,  , 5820, 56.2, 808336
Java, jython, 115,219.710571289062500000, 195.639709472656250000,  ,  , 5972, 58.5, 873628
Java, jython, 115,210.059692382812500000, 186.718994140625000000,  ,  , 5775, 56.8, 732200
