Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Haskell, spectral, 12,0.045043945312500000, 0.028442382812500000, 0.000000000000000000, 0.002014160156250000, 2, 47.0, 988
Haskell, spectral, 12,0.048217773437500000, 0.030151367187500000, 0.001403808593750000, 0.003295898437500000, 2, 47.0, 924
Haskell, spectral, 12,0.050720214843750000, 0.028015136718750000, 0.003967285156250000, 0.004272460937500000, 2, 47.0, 908
Haskell, spectral, 12,0.054260253906250000, 0.028503417968750000, 0.007263183593750000, 0.005737304687500000, 2, 47.0, 992
Haskell, spectral, 12,0.023437500000000000, 0.013732910156250000, 0.000000000000000000, 0.001892089843750000, 2, 47.0, 908
Haskell, spectral, 12,0.036254882812500000, 0.020141601562500000, 0.000915527343750000, 0.002990722656250000, 2, 47.0, 1000
Haskell, spectral, 12,0.041503906250000000, 0.024475097656250000, 0.000000000000000000, 0.002990722656250000, 2, 47.0, 892
Haskell, spectral, 12,0.033508300781250000, 0.022460937500000000, 0.000000000000000000, 0.002380371093750000, 2, 47.0, 980
Haskell, spectral, 12,0.033752441406250000, 0.020690917968750000, 0.000732421875000000, 0.002380371093750000, 2, 47.0, 964
Haskell, spectral, 12,0.027221679687500000, 0.016906738281250000, 0.000000000000000000, 0.002136230468750000, 2, 47.0, 988
