Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Java, zxing, 15,311.902099609375000000, 255.694458007812500000, 0.183654785156250000, 10.786682128906250000, 8645, 64.0, 244960
Java, zxing, 15,361.628234863281250000, 298.140502929687500000, 0.232421875000000000, 11.464294433593750000, 9771, 65.2, 264028
Java, zxing, 15,312.506408691406250000, 256.906494140625000000, 0.203002929687500000, 10.372375488281250000, 8593, 64.8, 210428
Java, zxing, 15,491.452392578125000000, 403.184265136718750000, 0.311157226562500000, 16.714721679687500000, 13409, 66.5, 240476
Java, zxing, 15,358.536499023437500000, 295.739501953125000000, 0.216613769531250000, 11.656188964843750000, 9650, 66.8, 245720
Java, zxing, 15,332.152526855468750000, 273.928466796875000000, 0.201843261718750000, 10.572326660156250000, 8995, 67.0, 230288
Java, zxing, 15,362.593994140625000000, 298.654235839843750000, 0.225585937500000000, 11.841308593750000000, 9842, 66.5, 242000
Java, zxing, 15,356.656494140625000000, 293.960388183593750000, 0.229858398437500000, 11.385437011718750000, 9640, 66.0, 254184
Java, zxing, 15,333.108459472656250000, 274.588562011718750000, 0.211975097656250000, 10.581481933593750000, 9048, 64.0, 225720
Java, zxing, 15,329.054016113281250000, 271.215209960937500000, 0.198242187500000000, 10.514160156250000000, 8958, 64.8, 212316
