Language,Program,PowerLimit,Package,Core,GPU,DRAM,Time,Temperature,Memory
Python, docutils, 25,1794.389038085937500000, 1023.698669433593750000, 0.970031738281250000, 111.900024414062500000, 124833, 60.8, 69140
Python, docutils, 25,1802.317260742187500000, 1027.573364257812500000, 0.877929687500000000, 111.406250000000000000, 124535, 60.8, 69272
Python, docutils, 25,1793.876525878906250000, 1024.121154785156250000, 0.905151367187500000, 111.405944824218750000, 124488, 59.8, 69324
Python, docutils, 25,1796.302368164062500000, 1024.517639160156250000, 0.627807617187500000, 111.480773925781250000, 124436, 60.2, 69220
Python, docutils, 25,1798.188720703125000000, 1025.446960449218750000, 0.973876953125000000, 111.351196289062500000, 124456, 61.5, 69316
Python, docutils, 25,1810.306579589843750000, 1032.976379394531250000, 0.825256347656250000, 111.252624511718750000, 124515, 62.0, 69312
Python, docutils, 25,1789.636718750000000000, 1021.831726074218750000, 0.954040527343750000, 111.359252929687500000, 124618, 60.2, 69288
Python, docutils, 25,1792.759643554687500000, 1023.512695312500000000, 0.755676269531250000, 111.018615722656250000, 124126, 61.0, 69144
Python, docutils, 25,1791.375549316406250000, 1021.443603515625000000, 0.882385253906250000, 111.934387207031250000, 125063, 59.5, 69052
Python, docutils, 25,1791.622131347656250000, 1022.817199707031250000, 1.026306152343750000, 111.439514160156250000, 124535, 61.5, 69116
